Time,U,V,W,U Avg,V Avg,W Avg,U'=U - U avg,V'=V - V avg,W'=W - W avg,Octant, ,Octant ID,1,-1,2,-2,3,-3,4,-4
89.69,33.16,-1.22,-1.55,,,,5.853466460,-1.268330476,-1.657577740,-4,,,,,,,,,,
89.70,28.83,-2.35,0.10,,,,1.523466460,-2.398330476,-0.007577740,-4,,,,,,,,,,
89.71,30.99,-3.50,-0.72,,,,3.683466460,-3.548330476,-0.827577740,-4,,,,,,,,,,
89.72,31.58,-1.24,-0.12,,,,4.273466460,-1.288330476,-0.227577740,-4,,,,,,,,,,
89.73,32.17,1.02,0.31,,,,4.863466460,0.971669524,0.202422260,1,,,,,,,,,,
89.74,33.03,0.15,0.78,,,,5.723466460,0.101669524,0.672422260,1,,,,,,,,,,
89.75,31.66,-0.74,1.12,,,,4.353466460,-0.788330476,1.012422260,4,,,,,,,,,,
89.76,30.30,-1.63,1.48,,,,2.993466460,-1.678330476,1.372422260,4,,,,,,,,,,
89.77,30.84,-1.59,1.04,,,,3.533466460,-1.638330476,0.932422260,4,,,,,,,,,,
89.78,31.38,0.65,0.67,,,,4.073466460,0.601669524,0.562422260,1,,,,,,,,,,
89.79,28.88,2.89,0.30,,,,1.573466460,2.841669524,0.192422260,1,,,,,,,,,,
89.80,32.24,2.33,1.25,,,,4.933466460,2.281669524,1.142422260,1,,,,,,,,,,
89.81,35.18,1.37,0.54,,,,7.873466460,1.321669524,0.432422260,1,,,,,,,,,,
89.82,35.06,0.15,-0.74,,,,7.753466460,0.101669524,-0.847577740,-1,,,,,,,,,,
89.83,34.45,1.93,-1.48,,,,7.143466460,1.881669524,-1.587577740,-1,,,,,,,,,,
89.84,34.50,0.24,-2.22,,,,7.193466460,0.191669524,-2.327577740,-1,,,,,,,,,,
89.85,34.80,0.08,-2.48,,,,7.493466460,0.031669524,-2.587577740,-1,,,,,,,,,,
89.86,34.82,3.83,-2.53,,,,7.513466460,3.781669524,-2.637577740,-1,,,,,,,,,,
89.87,35.65,1.95,-1.25,,,,8.343466460,1.901669524,-1.357577740,-1,,,,,,,,,,
89.88,35.65,4.38,0.03,,,,8.343466460,4.331669524,-0.077577740,-1,,,,,,,,,,
89.89,34.07,3.16,-1.28,,,,6.763466460,3.111669524,-1.387577740,-1,,,,,,,,,,
89.90,32.51,-1.83,0.53,,,,5.203466460,-1.878330476,0.422422260,4,,,,,,,,,,
89.91,33.43,-1.64,-0.30,,,,6.123466460,-1.688330476,-0.407577740,-4,,,,,,,,,,
89.92,35.12,-1.88,-0.15,,,,7.813466460,-1.928330476,-0.257577740,-4,,,,,,,,,,
89.93,34.84,-3.75,-0.17,,,,7.533466460,-3.798330476,-0.277577740,-4,,,,,,,,,,
89.94,31.64,-3.77,-2.04,,,,4.333466460,-3.818330476,-2.147577740,-4,,,,,,,,,,
89.95,28.45,0.63,-0.66,,,,1.143466460,0.581669524,-0.767577740,-1,,,,,,,,,,
89.96,31.50,-1.57,-1.35,,,,4.193466460,-1.618330476,-1.457577740,-4,,,,,,,,,,
89.97,32.68,1.27,-0.48,,,,5.373466460,1.221669524,-0.587577740,-1,,,,,,,,,,
89.98,33.09,2.61,-0.55,,,,5.783466460,2.561669524,-0.657577740,-1,,,,,,,,,,
89.99,33.50,3.95,-0.62,,,,6.193466460,3.901669524,-0.727577740,-1,,,,,,,,,,
90.00,35.14,0.08,-0.80,,,,7.833466460,0.031669524,-0.907577740,-1,,,,,,,,,,
90.01,35.54,-1.84,-0.88,,,,8.233466460,-1.888330476,-0.987577740,-4,,,,,,,,,,
90.02,35.32,-1.83,-0.59,,,,8.013466460,-1.878330476,-0.697577740,-4,,,,,,,,,,
90.03,35.20,-1.82,-0.31,,,,7.893466460,-1.868330476,-0.417577740,-4,,,,,,,,,,
90.04,36.03,-1.11,-0.81,,,,8.723466460,-1.158330476,-0.917577740,-4,,,,,,,,,,
90.05,35.99,-0.93,-2.06,,,,8.683466460,-0.978330476,-2.167577740,-4,,,,,,,,,,
90.06,35.86,-0.96,-2.08,,,,8.553466460,-1.008330476,-2.187577740,-4,,,,,,,,,,
90.07,35.68,0.89,-2.11,,,,8.373466460,0.841669524,-2.217577740,-1,,,,,,,,,,
90.08,33.65,2.75,-1.85,,,,6.343466460,2.701669524,-1.957577740,-1,,,,,,,,,,
90.09,31.63,3.59,-2.10,,,,4.323466460,3.541669524,-2.207577740,-1,,,,,,,,,,
90.10,30.95,3.92,-1.43,,,,3.643466460,3.871669524,-1.537577740,-1,,,,,,,,,,
90.11,30.27,5.27,0.31,,,,2.963466460,5.221669524,0.202422260,1,,,,,,,,,,
90.12,32.04,4.29,-0.55,,,,4.733466460,4.241669524,-0.657577740,-1,,,,,,,,,,
90.13,33.48,3.31,-0.81,,,,6.173466460,3.261669524,-0.917577740,-1,,,,,,,,,,
90.14,34.20,2.09,-0.85,,,,6.893466460,2.041669524,-0.957577740,-1,,,,,,,,,,
90.15,34.68,-0.83,-1.61,,,,7.373466460,-0.878330476,-1.717577740,-4,,,,,,,,,,
90.16,34.08,-0.54,-0.98,,,,6.773466460,-0.588330476,-1.087577740,-4,,,,,,,,,,
90.17,33.49,1.09,-0.35,,,,6.183466460,1.041669524,-0.457577740,-1,,,,,,,,,,
90.18,32.79,1.75,0.87,,,,5.483466460,1.701669524,0.762422260,1,,,,,,,,,,
90.19,32.10,2.41,2.11,,,,4.793466460,2.361669524,2.002422260,1,,,,,,,,,,
90.20,29.39,0.49,2.16,,,,2.083466460,0.441669524,2.052422260,1,,,,,,,,,,
90.21,29.19,-1.48,3.01,,,,1.883466460,-1.528330476,2.902422260,4,,,,,,,,,,
90.22,31.49,-2.00,2.74,,,,4.183466460,-2.048330476,2.632422260,4,,,,,,,,,,
90.23,31.26,-3.50,2.48,,,,3.953466460,-3.548330476,2.372422260,4,,,,,,,,,,
90.24,31.04,-4.41,2.12,,,,3.733466460,-4.458330476,2.012422260,4,,,,,,,,,,
90.25,32.19,-0.70,1.77,,,,4.883466460,-0.748330476,1.662422260,4,,,,,,,,,,
90.26,30.59,-0.32,1.20,,,,3.283466460,-0.368330476,1.092422260,4,,,,,,,,,,
90.27,32.66,-4.12,0.46,,,,5.353466460,-4.168330476,0.352422260,4,,,,,,,,,,
90.28,32.36,-1.99,-0.03,,,,5.053466460,-2.038330476,-0.137577740,-4,,,,,,,,,,
90.29,32.06,-4.10,0.71,,,,4.753466460,-4.148330476,0.602422260,4,,,,,,,,,,
90.30,32.87,-2.30,0.80,,,,5.563466460,-2.348330476,0.692422260,4,,,,,,,,,,
90.31,34.25,-1.73,1.57,,,,6.943466460,-1.778330476,1.462422260,4,,,,,,,,,,
90.32,34.74,-1.16,0.98,,,,7.433466460,-1.208330476,0.872422260,4,,,,,,,,,,
90.33,36.49,-1.98,-0.19,,,,9.183466460,-2.028330476,-0.297577740,-4,,,,,,,,,,
90.34,35.59,-0.62,-1.46,,,,8.283466460,-0.668330476,-1.567577740,-4,,,,,,,,,,
90.35,33.35,-0.77,-2.30,,,,6.043466460,-0.818330476,-2.407577740,-4,,,,,,,,,,
90.36,31.11,-0.15,-2.04,,,,3.803466460,-0.198330476,-2.147577740,-4,,,,,,,,,,
90.37,33.18,-3.00,-0.98,,,,5.873466460,-3.048330476,-1.087577740,-4,,,,,,,,,,
90.38,33.32,-2.37,0.28,,,,6.013466460,-2.418330476,0.172422260,4,,,,,,,,,,
90.39,33.48,-1.75,1.54,,,,6.173466460,-1.798330476,1.432422260,4,,,,,,,,,,
90.40,34.57,-1.47,1.47,,,,7.263466460,-1.518330476,1.362422260,4,,,,,,,,,,
90.41,35.10,-1.87,1.25,,,,7.793466460,-1.918330476,1.142422260,4,,,,,,,,,,
90.42,35.86,-2.29,1.04,,,,8.553466460,-2.338330476,0.932422260,4,,,,,,,,,,
90.43,36.99,-2.26,0.17,,,,9.683466460,-2.308330476,0.062422260,4,,,,,,,,,,
90.44,35.90,0.49,-0.71,,,,8.593466460,0.441669524,-0.817577740,-1,,,,,,,,,,
90.45,36.85,-2.41,-0.63,,,,9.543466460,-2.458330476,-0.737577740,-4,,,,,,,,,,
90.46,36.97,-2.20,-0.48,,,,9.663466460,-2.248330476,-0.587577740,-4,,,,,,,,,,
90.47,36.67,-1.08,-0.22,,,,9.363466460,-1.128330476,-0.327577740,-4,,,,,,,,,,
90.48,36.37,0.03,0.03,,,,9.063466460,-0.018330476,-0.077577740,-4,,,,,,,,,,
90.49,35.92,-2.41,-0.49,,,,8.613466460,-2.458330476,-0.597577740,-4,,,,,,,,,,
90.50,34.43,-1.09,-1.36,,,,7.123466460,-1.138330476,-1.467577740,-4,,,,,,,,,,
90.51,32.95,-0.60,-1.56,,,,5.643466460,-0.648330476,-1.667577740,-4,,,,,,,,,,
90.52,32.86,-1.21,-1.33,,,,5.553466460,-1.258330476,-1.437577740,-4,,,,,,,,,,
90.53,32.78,-1.82,-1.10,,,,5.473466460,-1.868330476,-1.207577740,-4,,,,,,,,,,
90.54,33.57,-1.30,-0.86,,,,6.263466460,-1.348330476,-0.967577740,-4,,,,,,,,,,
90.55,33.40,-1.73,-0.93,,,,6.093466460,-1.778330476,-1.037577740,-4,,,,,,,,,,
90.56,33.25,-0.01,-0.83,,,,5.943466460,-0.058330476,-0.937577740,-4,,,,,,,,,,
90.57,32.35,1.70,-0.74,,,,5.043466460,1.651669524,-0.847577740,-1,,,,,,,,,,
90.58,32.04,3.04,-0.20,,,,4.733466460,2.991669524,-0.307577740,-1,,,,,,,,,,
90.59,32.80,-1.53,0.66,,,,5.493466460,-1.578330476,0.552422260,4,,,,,,,,,,
90.60,32.70,-0.92,0.79,,,,5.393466460,-0.968330476,0.682422260,4,,,,,,,,,,
90.61,29.95,0.84,0.39,,,,2.643466460,0.791669524,0.282422260,1,,,,,,,,,,
90.62,27.21,2.60,0.00,,,,-0.096533540,2.551669524,-0.107577740,-2,,,,,,,,,,
90.63,28.57,1.72,0.19,,,,1.263466460,1.671669524,0.082422260,1,,,,,,,,,,
90.64,30.18,-1.64,0.54,,,,2.873466460,-1.688330476,0.432422260,4,,,,,,,,,,
90.65,30.99,-2.49,-1.02,,,,3.683466460,-2.538330476,-1.127577740,-4,,,,,,,,,,
90.66,31.81,1.30,-0.80,,,,4.503466460,1.251669524,-0.907577740,-1,,,,,,,,,,
90.67,33.01,-1.95,-0.85,,,,5.703466460,-1.998330476,-0.957577740,-4,,,,,,,,,,
90.68,30.97,-2.85,-0.92,,,,3.663466460,-2.898330476,-1.027577740,-4,,,,,,,,,,
90.69,27.84,1.61,-0.80,,,,0.533466460,1.561669524,-0.907577740,-1,,,,,,,,,,
90.70,29.49,0.35,0.26,,,,2.183466460,0.301669524,0.152422260,1,,,,,,,,,,
90.71,32.64,1.78,0.98,,,,5.333466460,1.731669524,0.872422260,1,,,,,,,,,,
90.72,31.31,1.31,0.62,,,,4.003466460,1.261669524,0.512422260,1,,,,,,,,,,
90.73,29.76,2.87,1.57,,,,2.453466460,2.821669524,1.462422260,1,,,,,,,,,,
90.74,30.36,0.00,0.65,,,,3.053466460,-0.048330476,0.542422260,4,,,,,,,,,,
90.75,30.00,2.06,0.36,,,,2.693466460,2.011669524,0.252422260,1,,,,,,,,,,
90.76,29.66,4.12,0.08,,,,2.353466460,4.071669524,-0.027577740,-1,,,,,,,,,,
90.77,31.22,-0.10,0.00,,,,3.913466460,-0.148330476,-0.107577740,-4,,,,,,,,,,
90.78,32.79,2.01,0.04,,,,5.483466460,1.961669524,-0.067577740,-1,,,,,,,,,,
90.79,34.20,4.47,-1.98,,,,6.893466460,4.421669524,-2.087577740,-1,,,,,,,,,,
90.80,35.71,3.66,-0.76,,,,8.403466460,3.611669524,-0.867577740,-1,,,,,,,,,,
90.81,34.12,2.50,-1.02,,,,6.813466460,2.451669524,-1.127577740,-1,,,,,,,,,,
90.82,32.53,-1.14,-0.51,,,,5.223466460,-1.188330476,-0.617577740,-4,,,,,,,,,,
90.83,31.95,-1.60,0.12,,,,4.643466460,-1.648330476,0.012422260,4,,,,,,,,,,
90.84,31.38,-2.06,0.76,,,,4.073466460,-2.108330476,0.652422260,4,,,,,,,,,,
90.85,33.89,-1.12,0.38,,,,6.583466460,-1.168330476,0.272422260,4,,,,,,,,,,
90.86,32.36,-0.19,0.00,,,,5.053466460,-0.238330476,-0.107577740,-4,,,,,,,,,,
90.87,30.84,-4.03,1.05,,,,3.533466460,-4.078330476,0.942422260,4,,,,,,,,,,
90.88,30.25,-2.32,0.87,,,,2.943466460,-2.368330476,0.762422260,4,,,,,,,,,,
90.89,31.40,1.36,0.22,,,,4.093466460,1.311669524,0.112422260,1,,,,,,,,,,
90.90,32.54,2.30,-0.41,,,,5.233466460,2.251669524,-0.517577740,-1,,,,,,,,,,
90.91,28.47,3.24,-0.05,,,,1.163466460,3.191669524,-0.157577740,-1,,,,,,,,,,
90.92,30.50,4.14,-0.23,,,,3.193466460,4.091669524,-0.337577740,-1,,,,,,,,,,
90.93,32.07,0.26,0.49,,,,4.763466460,0.211669524,0.382422260,1,,,,,,,,,,
90.94,32.25,-0.82,-0.31,,,,4.943466460,-0.868330476,-0.417577740,-4,,,,,,,,,,
90.95,32.44,-0.15,-2.07,,,,5.133466460,-0.198330476,-2.177577740,-4,,,,,,,,,,
90.96,33.28,0.17,-1.33,,,,5.973466460,0.121669524,-1.437577740,-1,,,,,,,,,,
90.97,27.63,-1.65,-0.52,,,,0.323466460,-1.698330476,-0.627577740,-4,,,,,,,,,,
90.98,27.21,1.96,0.43,,,,-0.096533540,1.911669524,0.322422260,2,,,,,,,,,,
90.99,30.16,0.93,0.74,,,,2.853466460,0.881669524,0.632422260,1,,,,,,,,,,
91.00,31.99,1.08,-0.24,,,,4.683466460,1.031669524,-0.347577740,-1,,,,,,,,,,
91.01,32.21,0.44,-1.01,,,,4.903466460,0.391669524,-1.117577740,-1,,,,,,,,,,
91.02,32.44,-0.20,-1.78,,,,5.133466460,-0.248330476,-1.887577740,-4,,,,,,,,,,
91.03,31.05,1.54,-1.20,,,,3.743466460,1.491669524,-1.307577740,-1,,,,,,,,,,
91.04,31.18,1.04,-0.58,,,,3.873466460,0.991669524,-0.687577740,-1,,,,,,,,,,
91.05,31.31,0.54,0.03,,,,4.003466460,0.491669524,-0.077577740,-1,,,,,,,,,,
91.06,32.43,-0.60,0.68,,,,5.123466460,-0.648330476,0.572422260,4,,,,,,,,,,
91.07,33.55,0.13,-0.41,,,,6.243466460,0.081669524,-0.517577740,-1,,,,,,,,,,
91.08,32.98,-1.74,-1.86,,,,5.673466460,-1.788330476,-1.967577740,-4,,,,,,,,,,
91.09,32.83,-1.24,-1.53,,,,5.523466460,-1.288330476,-1.637577740,-4,,,,,,,,,,
91.10,32.58,2.88,-1.83,,,,5.273466460,2.831669524,-1.937577740,-1,,,,,,,,,,
91.11,32.93,0.17,-1.77,,,,5.623466460,0.121669524,-1.877577740,-1,,,,,,,,,,
91.12,32.78,1.40,-0.44,,,,5.473466460,1.351669524,-0.547577740,-1,,,,,,,,,,
91.13,32.86,2.63,-1.10,,,,5.553466460,2.581669524,-1.207577740,-1,,,,,,,,,,
91.14,33.96,-0.31,-1.04,,,,6.653466460,-0.358330476,-1.147577740,-4,,,,,,,,,,
91.15,33.62,-1.10,-1.03,,,,6.313466460,-1.148330476,-1.137577740,-4,,,,,,,,,,
91.16,33.30,-2.95,-1.42,,,,5.993466460,-2.998330476,-1.527577740,-4,,,,,,,,,,
91.17,33.32,-2.63,-1.36,,,,6.013466460,-2.678330476,-1.467577740,-4,,,,,,,,,,
91.18,32.83,-0.98,-0.82,,,,5.523466460,-1.028330476,-0.927577740,-4,,,,,,,,,,
91.19,32.35,0.21,-0.98,,,,5.043466460,0.161669524,-1.087577740,-1,,,,,,,,,,
91.20,27.77,1.42,-1.14,,,,0.463466460,1.371669524,-1.247577740,-1,,,,,,,,,,
91.21,31.16,-0.92,-0.73,,,,3.853466460,-0.968330476,-0.837577740,-4,,,,,,,,,,
91.22,31.02,-3.26,-0.32,,,,3.713466460,-3.308330476,-0.427577740,-4,,,,,,,,,,
91.23,30.88,-3.35,0.27,,,,3.573466460,-3.398330476,0.162422260,4,,,,,,,,,,
91.24,33.23,-0.34,0.46,,,,5.923466460,-0.388330476,0.352422260,4,,,,,,,,,,
91.25,30.66,-1.70,0.57,,,,3.353466460,-1.748330476,0.462422260,4,,,,,,,,,,
91.26,32.42,-1.00,0.71,,,,5.113466460,-1.048330476,0.602422260,4,,,,,,,,,,
91.27,33.03,4.27,0.06,,,,5.723466460,4.221669524,-0.047577740,-1,,,,,,,,,,
91.28,33.37,1.63,0.38,,,,6.063466460,1.581669524,0.272422260,1,,,,,,,,,,
91.29,33.65,0.82,-0.15,,,,6.343466460,0.771669524,-0.257577740,-1,,,,,,,,,,
91.30,33.91,-2.35,0.83,,,,6.603466460,-2.398330476,0.722422260,4,,,,,,,,,,
91.31,32.06,-3.26,1.82,,,,4.753466460,-3.308330476,1.712422260,4,,,,,,,,,,
91.32,30.21,-4.17,1.93,,,,2.903466460,-4.218330476,1.822422260,4,,,,,,,,,,
91.33,32.50,-0.86,2.08,,,,5.193466460,-0.908330476,1.972422260,4,,,,,,,,,,
91.34,33.35,1.72,1.73,,,,6.043466460,1.671669524,1.622422260,1,,,,,,,,,,
91.35,33.00,-4.08,0.52,,,,5.693466460,-4.128330476,0.412422260,4,,,,,,,,,,
91.36,32.65,-1.11,-0.78,,,,5.343466460,-1.158330476,-0.887577740,-4,,,,,,,,,,
91.37,32.40,-2.58,-0.31,,,,5.093466460,-2.628330476,-0.417577740,-4,,,,,,,,,,
91.38,31.63,-2.76,-0.27,,,,4.323466460,-2.808330476,-0.377577740,-4,,,,,,,,,,
91.39,33.29,-2.96,-0.68,,,,5.983466460,-3.008330476,-0.787577740,-4,,,,,,,,,,
91.40,33.53,-0.40,-1.03,,,,6.223466460,-0.448330476,-1.137577740,-4,,,,,,,,,,
91.41,33.75,-1.77,-1.77,,,,6.443466460,-1.818330476,-1.877577740,-4,,,,,,,,,,
91.42,31.82,-2.52,-2.19,,,,4.513466460,-2.568330476,-2.297577740,-4,,,,,,,,,,
91.43,29.91,-3.28,-2.15,,,,2.603466460,-3.328330476,-2.257577740,-4,,,,,,,,,,
91.44,28.73,-1.45,-1.36,,,,1.423466460,-1.498330476,-1.467577740,-4,,,,,,,,,,
91.45,27.55,0.37,-0.59,,,,0.243466460,0.321669524,-0.697577740,-1,,,,,,,,,,
91.46,31.43,-2.00,-0.13,,,,4.123466460,-2.048330476,-0.237577740,-4,,,,,,,,,,
91.47,33.23,-0.63,-2.03,,,,5.923466460,-0.678330476,-2.137577740,-4,,,,,,,,,,
91.48,30.01,0.01,-2.40,,,,2.703466460,-0.038330476,-2.507577740,-4,,,,,,,,,,
91.49,30.62,1.35,-2.73,,,,3.313466460,1.301669524,-2.837577740,-1,,,,,,,,,,
91.50,31.24,2.70,-2.37,,,,3.933466460,2.651669524,-2.477577740,-1,,,,,,,,,,
91.51,28.97,2.50,-2.02,,,,1.663466460,2.451669524,-2.127577740,-1,,,,,,,,,,
91.52,26.71,2.30,-0.98,,,,-0.596533540,2.251669524,-1.087577740,-2,,,,,,,,,,
91.53,30.45,-3.07,-1.53,,,,3.143466460,-3.118330476,-1.637577740,-4,,,,,,,,,,
91.54,30.43,-4.67,-1.04,,,,3.123466460,-4.718330476,-1.147577740,-4,,,,,,,,,,
91.55,26.12,0.98,0.13,,,,-1.186533540,0.931669524,0.022422260,2,,,,,,,,,,
91.56,26.23,2.22,-0.40,,,,-1.076533540,2.171669524,-0.507577740,-2,,,,,,,,,,
91.57,26.17,3.47,-0.13,,,,-1.136533540,3.421669524,-0.237577740,-2,,,,,,,,,,
91.58,29.37,2.08,0.20,,,,2.063466460,2.031669524,0.092422260,1,,,,,,,,,,
91.59,29.46,0.32,-0.55,,,,2.153466460,0.271669524,-0.657577740,-1,,,,,,,,,,
91.60,29.76,0.59,0.13,,,,2.453466460,0.541669524,0.022422260,1,,,,,,,,,,
91.61,30.07,0.87,0.82,,,,2.763466460,0.821669524,0.712422260,1,,,,,,,,,,
91.62,27.63,-0.06,0.68,,,,0.323466460,-0.108330476,0.572422260,4,,,,,,,,,,
91.63,31.15,-1.18,-0.76,,,,3.843466460,-1.228330476,-0.867577740,-4,,,,,,,,,,
91.64,31.76,-2.58,-1.86,,,,4.453466460,-2.628330476,-1.967577740,-4,,,,,,,,,,
91.65,31.36,3.33,-2.07,,,,4.053466460,3.281669524,-2.177577740,-1,,,,,,,,,,
91.66,32.19,1.64,-2.59,,,,4.883466460,1.591669524,-2.697577740,-1,,,,,,,,,,
91.67,29.06,2.94,-2.75,,,,1.753466460,2.891669524,-2.857577740,-1,,,,,,,,,,
91.68,26.28,2.21,-2.18,,,,-1.026533540,2.161669524,-2.287577740,-2,,,,,,,,,,
91.69,24.66,1.48,-1.62,,,,-2.646533540,1.431669524,-1.727577740,-2,,,,,,,,,,
91.70,31.20,-2.15,-0.97,,,,3.893466460,-2.198330476,-1.077577740,-4,,,,,,,,,,
91.71,27.93,-0.33,-1.29,,,,0.623466460,-0.378330476,-1.397577740,-4,,,,,,,,,,
91.72,30.75,-2.05,-1.68,,,,3.443466460,-2.098330476,-1.787577740,-4,,,,,,,,,,
91.73,28.51,-0.86,-0.76,,,,1.203466460,-0.908330476,-0.867577740,-4,,,,,,,,,,
91.74,30.66,0.63,0.76,,,,3.353466460,0.581669524,0.652422260,1,,,,,,,,,,
91.75,29.58,2.12,0.00,,,,2.273466460,2.071669524,-0.107577740,-1,,,,,,,,,,
91.76,29.66,-2.43,-0.21,,,,2.353466460,-2.478330476,-0.317577740,-4,,,,,,,,,,
91.77,27.91,0.97,1.48,,,,0.603466460,0.921669524,1.372422260,1,,,,,,,,,,
91.78,28.06,2.75,1.60,,,,0.753466460,2.701669524,1.492422260,1,,,,,,,,,,
91.79,32.31,-0.66,1.09,,,,5.003466460,-0.708330476,0.982422260,4,,,,,,,,,,
91.80,30.61,0.24,1.24,,,,3.303466460,0.191669524,1.132422260,1,,,,,,,,,,
91.81,28.85,3.24,0.35,,,,1.543466460,3.191669524,0.242422260,1,,,,,,,,,,
91.82,32.40,3.89,-0.27,,,,5.093466460,3.841669524,-0.377577740,-1,,,,,,,,,,
91.83,33.05,4.54,-0.71,,,,5.743466460,4.491669524,-0.817577740,-1,,,,,,,,,,
91.84,33.46,4.45,-1.76,,,,6.153466460,4.401669524,-1.867577740,-1,,,,,,,,,,
91.85,33.01,5.50,-1.36,,,,5.703466460,5.451669524,-1.467577740,-1,,,,,,,,,,
91.86,30.21,5.45,-1.99,,,,2.903466460,5.401669524,-2.097577740,-1,,,,,,,,,,
91.87,33.32,4.77,-1.97,,,,6.013466460,4.721669524,-2.077577740,-1,,,,,,,,,,
91.88,31.45,4.10,-1.33,,,,4.143466460,4.051669524,-1.437577740,-1,,,,,,,,,,
91.89,28.85,4.13,-0.83,,,,1.543466460,4.081669524,-0.937577740,-1,,,,,,,,,,
91.90,28.69,4.16,0.27,,,,1.383466460,4.111669524,0.162422260,1,,,,,,,,,,
91.91,29.80,4.21,0.10,,,,2.493466460,4.161669524,-0.007577740,-1,,,,,,,,,,
91.92,31.04,1.26,-0.87,,,,3.733466460,1.211669524,-0.977577740,-1,,,,,,,,,,
91.93,29.94,2.57,-0.08,,,,2.633466460,2.521669524,-0.187577740,-1,,,,,,,,,,
91.94,27.63,3.88,-0.12,,,,0.323466460,3.831669524,-0.227577740,-1,,,,,,,,,,
91.95,29.30,2.48,0.38,,,,1.993466460,2.431669524,0.272422260,1,,,,,,,,,,
91.96,25.61,1.09,0.76,,,,-1.696533540,1.041669524,0.652422260,2,,,,,,,,,,
91.97,27.00,3.90,0.43,,,,-0.306533540,3.851669524,0.322422260,2,,,,,,,,,,
91.98,32.35,2.67,-1.47,,,,5.043466460,2.621669524,-1.577577740,-1,,,,,,,,,,
91.99,31.41,1.58,-1.53,,,,4.103466460,1.531669524,-1.637577740,-1,,,,,,,,,,
92.00,30.48,0.49,-1.60,,,,3.173466460,0.441669524,-1.707577740,-1,,,,,,,,,,
92.01,31.00,-0.22,-1.32,,,,3.693466460,-0.268330476,-1.427577740,-4,,,,,,,,,,
92.02,31.52,-0.93,-1.04,,,,4.213466460,-0.978330476,-1.147577740,-4,,,,,,,,,,
92.03,29.78,-2.14,-0.66,,,,2.473466460,-2.188330476,-0.767577740,-4,,,,,,,,,,
92.04,28.34,-0.10,-0.99,,,,1.033466460,-0.148330476,-1.097577740,-4,,,,,,,,,,
92.05,29.88,3.70,-0.48,,,,2.573466460,3.651669524,-0.587577740,-1,,,,,,,,,,
92.06,30.16,4.85,-0.59,,,,2.853466460,4.801669524,-0.697577740,-1,,,,,,,,,,
92.07,30.45,3.72,-0.70,,,,3.143466460,3.671669524,-0.807577740,-1,,,,,,,,,,
92.08,29.33,2.60,-0.98,,,,2.023466460,2.551669524,-1.087577740,-1,,,,,,,,,,
92.09,27.05,3.53,-1.04,,,,-0.256533540,3.481669524,-1.147577740,-2,,,,,,,,,,
92.10,24.53,3.99,-0.85,,,,-2.776533540,3.941669524,-0.957577740,-2,,,,,,,,,,
92.11,28.95,1.65,-0.26,,,,1.643466460,1.601669524,-0.367577740,-1,,,,,,,,,,
92.12,30.14,1.92,0.10,,,,2.833466460,1.871669524,-0.007577740,-1,,,,,,,,,,
92.13,31.33,2.19,0.46,,,,4.023466460,2.141669524,0.352422260,1,,,,,,,,,,
92.14,30.39,1.43,-0.10,,,,3.083466460,1.381669524,-0.207577740,-1,,,,,,,,,,
92.15,30.82,0.28,-0.93,,,,3.513466460,0.231669524,-1.037577740,-1,,,,,,,,,,
92.16,28.83,1.44,-0.54,,,,1.523466460,1.391669524,-0.647577740,-1,,,,,,,,,,
92.17,30.16,-1.76,-1.64,,,,2.853466460,-1.808330476,-1.747577740,-4,,,,,,,,,,
92.18,29.36,-0.58,-1.42,,,,2.053466460,-0.628330476,-1.527577740,-4,,,,,,,,,,
92.19,28.56,0.60,-1.20,,,,1.253466460,0.551669524,-1.307577740,-1,,,,,,,,,,
92.20,30.23,-0.27,-1.02,,,,2.923466460,-0.318330476,-1.127577740,-4,,,,,,,,,,
92.21,27.54,-2.53,-0.31,,,,0.233466460,-2.578330476,-0.417577740,-4,,,,,,,,,,
92.22,26.75,-2.25,-0.14,,,,-0.556533540,-2.298330476,-0.247577740,-3,,,,,,,,,,
92.23,25.97,-1.97,0.03,,,,-1.336533540,-2.018330476,-0.077577740,-3,,,,,,,,,,
92.24,29.30,-1.77,0.40,,,,1.993466460,-1.818330476,0.292422260,4,,,,,,,,,,
92.25,28.11,-4.52,0.05,,,,0.803466460,-4.568330476,-0.057577740,-4,,,,,,,,,,
92.26,27.79,-4.39,-0.17,,,,0.483466460,-4.438330476,-0.277577740,-4,,,,,,,,,,
92.27,30.70,-3.94,-0.38,,,,3.393466460,-3.988330476,-0.487577740,-4,,,,,,,,,,
92.28,26.03,-3.50,-0.74,,,,-1.276533540,-3.548330476,-0.847577740,-3,,,,,,,,,,
92.29,27.75,-4.12,-0.20,,,,0.443466460,-4.168330476,-0.307577740,-4,,,,,,,,,,
92.30,27.72,-1.43,0.19,,,,0.413466460,-1.478330476,0.082422260,4,,,,,,,,,,
92.31,29.19,2.69,-0.86,,,,1.883466460,2.641669524,-0.967577740,-1,,,,,,,,,,
92.32,23.97,3.12,-0.32,,,,-3.336533540,3.071669524,-0.427577740,-2,,,,,,,,,,
92.33,25.90,3.55,-0.38,,,,-1.406533540,3.501669524,-0.487577740,-2,,,,,,,,,,
92.34,27.05,2.86,-0.36,,,,-0.256533540,2.811669524,-0.467577740,-2,,,,,,,,,,
92.35,28.20,2.18,-0.35,,,,0.893466460,2.131669524,-0.457577740,-1,,,,,,,,,,
